fecha,estacion,temp_max_c,temp_min_c,temp_media_c,precipitacion_mm,humedad_relativa_pct,radiacion_solar_mj,viento_ms,riesgo_helada,anio,mes
2022-11-30,Huangascar,18.88,3.13,9.4,0.0,57.29,29.23,3.02,0,2022,11
2022-12-01,Huangascar,18.03,2.48,8.67,0.0,45.56,29.03,3.26,0,2022,12
2022-12-02,Huangascar,18.0,0.94,7.91,0.0,42.51,29.13,2.95,1,2022,12
2022-12-03,Huangascar,18.51,-0.02,8.07,0.0,34.34,30.09,3.13,1,2022,12
2022-12-04,Huangascar,18.61,0.35,8.69,0.0,31.06,27.92,3.1,1,2022,12
2022-12-05,Huangascar,17.79,4.44,10.2,0.09,50.75,21.82,1.84,0,2022,12
2022-12-06,Huangascar,16.58,5.38,9.3,0.03,61.6,20.57,2.34,0,2022,12
2022-12-07,Huangascar,16.68,5.78,9.86,0.36,58.32,15.71,2.15,0,2022,12
2022-12-08,Huangascar,17.63,5.46,10.51,0.0,60.51,20.18,1.7,0,2022,12
2022-12-09,Huangascar,16.37,6.92,10.31,0.3,62.44,15.69,1.86,0,2022,12
2022-12-10,Huangascar,18.44,5.9,10.98,0.14,58.3,18.5,1.89,0,2022,12
2022-12-11,Huangascar,16.48,4.98,10.02,0.53,58.74,20.39,2.33,0,2022,12
2022-12-12,Huangascar,13.29,6.19,9.13,0.75,71.06,11.98,2.16,0,2022,12
2022-12-13,Huangascar,15.77,6.05,10.07,0.04,63.66,14.07,1.8,0,2022,12
2022-12-14,Huangascar,18.95,4.04,10.69,0.0,61.92,21.93,2.17,0,2022,12
2022-12-15,Huangascar,16.16,7.01,10.43,0.0,71.65,16.33,2.16,0,2022,12
2022-12-16,Huangascar,16.15,5.49,9.47,0.0,75.36,10.65,1.27,0,2022,12
2022-12-17,Huangascar,15.65,5.81,9.58,0.0,73.89,15.21,2.34,0,2022,12
2022-12-18,Huangascar,17.41,4.52,9.78,0.0,60.52,15.13,2.87,0,2022,12
2022-12-19,Huangascar,17.1,5.07,10.05,0.0,68.36,21.38,3.32,0,2022,12
2022-12-20,Huangascar,18.08,5.9,10.39,0.0,66.59,19.25,2.43,0,2022,12
2022-12-21,Huangascar,17.46,5.34,10.39,0.0,72.39,19.46,1.87,0,2022,12
2022-12-22,Huangascar,15.27,7.11,9.95,6.59,71.74,17.44,1.6,0,2022,12
2022-12-23,Huangascar,15.63,6.8,10.28,0.42,70.41,18.32,1.88,0,2022,12
2022-12-24,Huangascar,19.83,6.72,11.8,0.57,60.61,20.98,2.43,0,2022,12
2022-12-25,Huangascar,19.07,6.1,10.8,2.56,65.38,17.5,2.08,0,2022,12
2022-12-26,Huangascar,15.98,6.04,9.28,0.24,71.21,15.02,2.25,0,2022,12
2022-12-27,Huangascar,14.94,5.31,8.57,0.0,74.72,18.87,2.87,0,2022,12
2022-12-28,Huangascar,18.12,3.54,10.1,0.85,54.87,25.73,3.12,0,2022,12
2022-12-29,Huangascar,14.06,6.15,8.88,0.8,75.0,15.88,1.28,0,2022,12
2022-12-30,Huangascar,14.44,5.8,8.83,5.53,74.85,13.51,1.92,0,2022,12
2022-12-31,Huangascar,14.36,4.58,7.75,9.45,79.84,9.88,1.89,0,2022,12
2023-01-01,Huangascar,14.79,3.99,7.83,2.77,78.44,15.18,1.65,0,2023,1
2023-01-02,Huangascar,15.6,4.55,8.95,0.05,74.56,17.64,1.86,0,2023,1
2023-01-03,Huangascar,14.71,5.08,8.08,1.44,76.55,18.04,1.56,0,2023,1
2023-01-04,Huangascar,15.35,4.51,8.58,0.22,72.87,16.95,2.53,0,2023,1
2023-01-05,Huangascar,17.57,4.6,9.34,0.0,67.91,17.29,2.1,0,2023,1
2023-01-06,Huangascar,14.27,5.02,8.91,0.78,71.69,18.4,1.52,0,2023,1
2023-01-07,Huangascar,17.93,5.01,10.16,0.05,70.63,19.07,1.65,0,2023,1
2023-01-08,Huangascar,17.05,5.86,9.9,1.05,71.01,20.98,1.83,0,2023,1
2023-01-09,Huangascar,14.93,4.82,8.89,0.19,70.18,15.46,1.6,0,2023,1
2023-01-10,Huangascar,14.81,5.42,9.15,0.0,67.45,15.38,1.64,0,2023,1
2023-01-11,Huangascar,15.6,5.13,9.63,0.0,66.97,20.34,1.77,0,2023,1
2023-01-12,Huangascar,19.59,5.87,11.15,0.0,60.02,25.56,2.14,0,2023,1
2023-01-13,Huangascar,18.45,5.89,10.55,0.0,65.95,24.39,2.39,0,2023,1
2023-01-14,Huangascar,18.62,4.14,10.11,0.0,61.41,25.6,2.62,0,2023,1
2023-01-15,Huangascar,11.62,5.41,7.6,1.92,79.23,19.46,1.24,0,2023,1
2023-01-16,Huangascar,15.97,3.52,8.96,0.15,71.02,19.36,1.43,0,2023,1
2023-01-17,Huangascar,16.57,3.54,9.22,0.33,69.03,20.34,1.72,0,2023,1
2023-01-18,Huangascar,14.74,5.21,9.08,8.42,74.65,14.65,1.07,0,2023,1
2023-01-19,Huangascar,17.03,4.7,9.7,1.66,66.81,14.59,1.45,0,2023,1
2023-01-20,Huangascar,17.81,4.1,9.95,0.68,68.49,18.94,1.64,0,2023,1
2023-01-21,Huangascar,17.72,5.01,10.11,0.03,68.48,19.44,1.59,0,2023,1
2023-01-22,Huangascar,15.99,5.35,9.72,0.0,70.19,16.84,1.18,0,2023,1
2023-01-23,Huangascar,18.25,5.47,10.81,0.0,65.5,21.74,1.85,0,2023,1
2023-01-24,Huangascar,17.99,6.44,10.67,0.15,69.96,19.32,2.02,0,2023,1
2023-01-25,Huangascar,16.6,5.91,9.73,3.61,75.98,17.64,2.45,0,2023,1
2023-01-26,Huangascar,17.1,5.32,9.56,1.56,69.96,17.25,2.72,0,2023,1
2023-01-27,Huangascar,14.67,4.75,8.32,0.36,76.28,15.18,1.79,0,2023,1
2023-01-28,Huangascar,16.58,5.86,10.03,1.45,76.56,14.29,1.4,0,2023,1
2023-01-29,Huangascar,15.92,5.42,8.99,12.48,80.4,13.32,2.07,0,2023,1
2023-01-30,Huangascar,14.4,4.63,7.91,1.33,79.78,13.3,1.57,0,2023,1
2023-01-31,Huangascar,14.49,4.66,8.21,7.51,77.39,17.19,2.21,0,2023,1
2023-02-01,Huangascar,15.01,3.0,8.1,5.39,78.56,14.11,1.47,0,2023,2
2023-02-02,Huangascar,16.8,5.81,9.61,0.58,78.7,15.98,1.77,0,2023,2
2023-02-03,Huangascar,16.34,5.0,9.22,2.02,79.03,14.77,1.27,0,2023,2
2023-02-04,Huangascar,14.06,4.42,8.29,1.83,81.98,12.79,1.8,0,2023,2
2023-02-05,Huangascar,13.31,5.06,8.32,0.27,77.4,13.32,1.81,0,2023,2
2023-02-06,Huangascar,14.84,5.12,8.09,4.42,76.31,16.44,2.19,0,2023,2
2023-02-07,Huangascar,15.94,4.04,8.78,0.57,67.24,21.29,2.36,0,2023,2
2023-02-08,Huangascar,17.44,3.85,9.52,8.13,65.2,21.05,1.74,0,2023,2
2023-02-09,Huangascar,16.44,6.05,10.0,1.94,71.99,18.1,1.51,0,2023,2
2023-02-10,Huangascar,15.81,5.56,9.48,0.02,77.71,17.02,1.31,0,2023,2
2023-02-11,Huangascar,17.54,5.34,10.85,0.03,74.31,15.08,1.56,0,2023,2
2023-02-12,Huangascar,16.57,5.94,10.49,2.36,78.01,15.74,1.45,0,2023,2
2023-02-13,Huangascar,17.18,5.14,9.79,2.22,79.99,15.9,1.64,0,2023,2
2023-02-14,Huangascar,16.13,5.42,8.85,5.65,82.62,11.7,1.62,0,2023,2
2023-02-15,Huangascar,16.13,4.58,8.8,4.93,81.26,15.21,1.8,0,2023,2
2023-02-16,Huangascar,15.94,4.82,9.23,0.18,76.39,12.1,2.25,0,2023,2
2023-02-17,Huangascar,15.53,4.95,8.33,21.82,81.29,14.71,2.31,0,2023,2
2023-02-18,Huangascar,12.56,3.84,6.96,1.86,85.44,13.03,1.54,0,2023,2
2023-02-19,Huangascar,13.74,3.2,7.89,0.05,80.03,17.84,1.33,0,2023,2
2023-02-20,Huangascar,17.84,5.16,10.16,0.59,78.65,18.68,1.67,0,2023,2
2023-02-21,Huangascar,16.5,5.91,9.91,0.13,79.51,17.28,1.52,0,2023,2
2023-02-22,Huangascar,17.06,5.3,9.69,0.0,79.23,15.16,1.57,0,2023,2
2023-02-23,Huangascar,15.94,4.12,9.27,1.06,73.69,15.95,1.39,0,2023,2
2023-02-24,Huangascar,18.28,5.39,10.61,0.18,70.47,16.54,1.84,0,2023,2
2023-02-25,Huangascar,16.69,5.53,10.23,0.0,73.72,12.74,1.58,0,2023,2
2023-02-26,Huangascar,17.67,4.61,10.38,0.94,71.29,18.7,1.29,0,2023,2
2023-02-27,Huangascar,17.9,5.91,10.65,0.67,66.26,15.71,2.34,0,2023,2
2023-02-28,Huangascar,18.44,5.33,10.64,5.1,70.11,17.06,2.34,0,2023,2
2023-03-01,Huangascar,18.5,6.95,11.38,1.5,70.14,19.51,1.84,0,2023,3
2023-03-02,Huangascar,19.82,6.98,11.88,0.0,65.84,23.31,1.76,0,2023,3
2023-03-03,Huangascar,17.95,6.77,10.97,0.0,72.57,16.24,1.1,0,2023,3
2023-03-04,Huangascar,19.59,7.13,11.81,0.0,68.69,24.65,1.49,0,2023,3
2023-03-05,Huangascar,18.61,6.41,10.53,0.06,73.33,13.64,1.33,0,2023,3
2023-03-06,Huangascar,16.9,5.91,10.37,0.02,75.97,16.12,1.16,0,2023,3
2023-03-07,Huangascar,18.63,5.03,10.58,0.0,74.52,19.71,1.52,0,2023,3
2023-03-08,Huangascar,18.4,5.46,10.42,0.0,78.07,17.86,2.15,0,2023,3
2023-03-09,Huangascar,14.19,5.82,8.53,4.57,85.11,16.56,1.69,0,2023,3
2023-03-10,Huangascar,14.76,5.79,9.18,1.61,83.53,11.6,1.08,0,2023,3
2023-03-11,Huangascar,15.42,5.31,9.41,0.15,81.13,15.4,1.5,0,2023,3
2023-03-12,Huangascar,17.25,4.24,9.58,1.53,80.85,14.49,1.87,0,2023,3
2023-03-13,Huangascar,14.88,5.35,8.67,0.26,83.34,16.47,1.29,0,2023,3
2023-03-14,Huangascar,12.16,5.06,7.58,0.96,86.01,14.21,1.36,0,2023,3
2023-03-15,Huangascar,13.42,4.05,7.44,0.11,83.39,13.7,2.05,0,2023,3
2023-03-16,Huangascar,10.82,4.65,6.87,0.04,84.5,13.01,1.83,0,2023,3
2023-03-17,Huangascar,14.7,3.78,7.98,0.28,82.1,15.5,1.66,0,2023,3
2023-03-18,Huangascar,14.52,4.81,8.55,0.02,80.96,16.47,0.84,0,2023,3
2023-03-19,Huangascar,16.1,4.73,8.76,2.11,79.36,15.22,2.16,0,2023,3
2023-03-20,Huangascar,14.67,3.25,7.55,0.37,75.72,19.49,2.33,0,2023,3
2023-03-21,Huangascar,14.8,2.68,7.84,0.07,71.33,19.11,1.77,0,2023,3
2023-03-22,Huangascar,16.66,4.64,8.83,0.0,72.44,21.51,2.35,0,2023,3
2023-03-23,Huangascar,17.62,3.54,8.99,0.67,67.19,19.24,2.6,0,2023,3
2023-03-24,Huangascar,14.91,4.42,8.08,7.46,78.59,16.44,1.9,0,2023,3
2023-03-25,Huangascar,14.94,4.06,8.39,1.65,80.11,15.63,1.09,0,2023,3
2023-03-26,Huangascar,17.4,4.35,9.56,0.05,76.06,18.7,1.73,0,2023,3
2023-03-27,Huangascar,17.95,6.06,10.41,0.07,72.92,17.42,1.6,0,2023,3
2023-03-28,Huangascar,18.13,3.86,9.8,0.01,73.91,15.77,1.75,0,2023,3
2023-03-29,Huangascar,16.56,4.65,9.57,0.0,79.19,17.03,1.37,0,2023,3
2023-03-30,Huangascar,16.83,5.05,9.64,0.0,76.94,15.0,1.51,0,2023,3
2023-03-31,Huangascar,16.66,5.7,9.76,0.03,78.97,16.48,1.01,0,2023,3
2023-04-01,Huangascar,17.47,5.5,10.31,0.01,72.81,16.11,1.57,0,2023,4
2023-04-02,Huangascar,18.62,4.76,10.29,2.27,74.55,18.25,1.76,0,2023,4
2023-04-03,Huangascar,17.28,5.3,10.09,4.03,77.82,16.63,1.5,0,2023,4
2023-04-04,Huangascar,14.68,6.32,9.04,3.32,84.14,15.14,1.43,0,2023,4
2023-04-05,Huangascar,14.88,2.89,8.03,0.22,80.89,21.23,2.67,0,2023,4
2023-04-06,Huangascar,17.46,2.26,8.7,0.0,65.69,17.87,2.6,0,2023,4
2023-04-07,Huangascar,11.4,4.12,6.84,0.0,80.02,19.09,0.95,0,2023,4
2023-04-08,Huangascar,16.53,3.16,8.99,0.0,74.17,16.6,1.34,0,2023,4
2023-04-09,Huangascar,17.77,4.47,9.65,0.0,71.01,15.85,2.13,0,2023,4
2023-04-10,Huangascar,17.8,6.2,10.52,0.0,67.92,17.6,1.91,0,2023,4
2023-04-11,Huangascar,17.98,6.74,10.57,0.0,71.37,18.79,2.11,0,2023,4
2023-04-12,Huangascar,17.78,5.58,10.57,0.0,67.17,18.59,1.85,0,2023,4
2023-04-13,Huangascar,18.36,6.95,11.22,0.0,67.92,19.9,1.88,0,2023,4
2023-04-14,Huangascar,17.12,5.74,9.51,0.0,72.02,16.32,1.76,0,2023,4
2023-04-15,Huangascar,17.81,6.56,10.29,0.15,73.53,14.89,1.93,0,2023,4
2023-04-16,Huangascar,18.11,5.6,10.22,0.02,71.64,18.9,1.63,0,2023,4
2023-04-17,Huangascar,15.87,5.13,9.49,0.0,75.15,14.62,1.6,0,2023,4
2023-04-18,Huangascar,18.24,4.52,10.2,0.0,69.84,22.11,1.78,0,2023,4
2023-04-19,Huangascar,19.49,4.17,11.01,0.21,67.96,20.97,1.97,0,2023,4
2023-04-20,Huangascar,17.73,7.63,10.68,0.07,71.45,15.29,1.57,0,2023,4
2023-04-21,Huangascar,14.92,6.29,9.47,0.0,74.94,16.16,1.52,0,2023,4
2023-04-22,Huangascar,17.25,5.99,10.37,0.0,74.35,22.01,1.79,0,2023,4
2023-04-23,Huangascar,17.77,5.1,9.82,0.0,73.62,19.37,2.2,0,2023,4
2023-04-24,Huangascar,16.64,5.13,9.45,0.0,72.96,21.64,1.92,0,2023,4
2023-04-25,Huangascar,15.8,6.28,9.73,0.0,73.02,17.77,1.45,0,2023,4
2023-04-26,Huangascar,18.77,3.07,9.79,0.0,64.22,20.92,1.6,0,2023,4
2023-04-27,Huangascar,19.54,2.83,10.27,0.0,60.92,20.9,1.87,0,2023,4
2023-04-28,Huangascar,17.87,6.11,10.79,0.0,65.29,15.92,2.02,0,2023,4
2023-04-29,Huangascar,19.66,6.26,11.4,0.0,64.28,19.89,1.93,0,2023,4
2023-04-30,Huangascar,17.03,5.43,10.24,0.0,69.76,16.67,1.32,0,2023,4
2023-05-01,Huangascar,19.21,6.29,11.4,0.0,64.6,21.04,1.51,0,2023,5
2023-05-02,Huangascar,17.61,7.01,11.27,0.0,67.17,19.81,1.85,0,2023,5
2023-05-03,Huangascar,18.85,6.87,11.05,0.0,65.7,14.37,2.1,0,2023,5
2023-05-04,Huangascar,19.62,6.3,11.49,0.0,61.29,19.37,1.99,0,2023,5
2023-05-05,Huangascar,16.97,6.38,10.37,1.69,65.67,17.43,1.7,0,2023,5
2023-05-06,Huangascar,16.05,5.64,9.54,2.49,65.18,14.84,2.09,0,2023,5
2023-05-07,Huangascar,14.55,3.9,8.48,6.61,59.19,11.11,2.11,0,2023,5
2023-05-08,Huangascar,15.63,4.35,9.1,0.59,63.52,11.75,1.98,0,2023,5
2023-05-09,Huangascar,17.55,5.48,10.22,0.0,55.59,20.29,2.3,0,2023,5
2023-05-10,Huangascar,17.44,3.12,9.39,0.0,41.79,20.6,2.14,0,2023,5
2023-05-11,Huangascar,17.5,3.52,9.3,0.0,49.63,19.58,2.07,0,2023,5
2023-05-12,Huangascar,16.88,3.47,9.46,0.0,52.66,14.47,1.93,0,2023,5
2023-05-13,Huangascar,16.71,3.67,9.43,0.0,60.49,17.5,2.13,0,2023,5
2023-05-14,Huangascar,18.62,5.13,10.83,0.0,59.37,21.43,1.83,0,2023,5
2023-05-15,Huangascar,18.74,5.74,10.5,0.0,55.79,23.32,2.31,0,2023,5
2023-05-16,Huangascar,18.72,2.99,9.84,0.0,50.35,22.53,2.35,0,2023,5
2023-05-17,Huangascar,18.7,4.59,10.46,0.0,60.28,22.91,2.0,0,2023,5
2023-05-18,Huangascar,18.08,6.34,11.0,0.0,62.69,20.15,1.71,0,2023,5
2023-05-19,Huangascar,18.71,6.13,11.37,0.0,59.16,22.4,1.97,0,2023,5
2023-05-20,Huangascar,18.33,5.14,10.49,0.0,47.22,17.2,2.1,0,2023,5
2023-05-21,Huangascar,17.85,4.19,9.45,0.0,47.4,21.04,2.27,0,2023,5
2023-05-22,Huangascar,19.11,1.94,9.19,0.0,54.33,21.48,2.37,1,2023,5
2023-05-23,Huangascar,17.22,3.09,9.22,0.0,58.77,21.66,1.95,0,2023,5
2023-05-24,Huangascar,16.95,1.54,8.87,0.0,60.39,19.93,1.84,1,2023,5
2023-05-25,Huangascar,16.08,3.75,8.67,0.0,60.83,16.13,2.14,0,2023,5
2023-05-26,Huangascar,13.77,3.56,8.23,0.0,55.69,12.38,2.15,0,2023,5
2023-05-27,Huangascar,15.59,6.35,9.74,0.49,60.54,12.86,2.17,0,2023,5
2023-05-28,Huangascar,15.85,5.27,8.74,0.34,62.39,13.69,2.0,0,2023,5
2023-05-29,Huangascar,17.04,3.99,9.07,0.0,52.55,14.84,2.46,0,2023,5
2023-05-30,Huangascar,19.13,1.72,9.06,0.0,47.41,22.18,2.25,1,2023,5
2023-05-31,Huangascar,19.37,2.46,9.62,0.0,56.21,22.18,2.28,0,2023,5
2023-06-01,Huangascar,18.64,0.68,8.03,0.0,37.84,22.83,2.99,1,2023,6
2023-06-02,Huangascar,18.89,-0.29,8.2,0.0,32.54,22.4,2.44,1,2023,6
2023-06-03,Huangascar,18.69,0.75,8.47,0.0,43.44,22.73,1.9,1,2023,6
2023-06-04,Huangascar,18.31,3.2,9.57,0.0,53.13,21.25,2.59,0,2023,6
2023-06-05,Huangascar,18.28,4.16,9.97,0.0,60.73,21.37,2.06,0,2023,6
2023-06-06,Huangascar,17.76,3.25,9.12,0.0,55.09,20.58,2.28,0,2023,6
2023-06-07,Huangascar,17.39,3.48,9.08,0.0,57.97,19.25,2.11,0,2023,6
2023-06-08,Huangascar,15.98,4.65,9.19,0.0,60.44,18.56,2.16,0,2023,6
2023-06-09,Huangascar,16.62,5.66,9.99,0.0,60.9,19.5,2.07,0,2023,6
2023-06-10,Huangascar,17.07,4.92,9.88,0.0,56.5,18.58,2.02,0,2023,6
2023-06-11,Huangascar,16.95,3.51,8.7,0.0,49.09,20.43,2.17,0,2023,6
2023-06-12,Huangascar,18.18,3.06,9.24,0.0,50.02,21.09,2.05,0,2023,6
2023-06-13,Huangascar,17.23,3.18,9.25,0.0,40.43,20.52,2.01,0,2023,6
2023-06-14,Huangascar,17.48,1.53,8.29,0.0,34.18,20.01,2.28,1,2023,6
2023-06-15,Huangascar,18.27,2.15,8.93,0.0,35.88,19.97,2.25,0,2023,6
2023-06-16,Huangascar,18.08,2.84,9.33,0.0,34.93,19.57,2.14,0,2023,6
2023-06-17,Huangascar,17.79,3.67,9.53,0.0,51.56,21.3,1.75,0,2023,6
2023-06-18,Huangascar,17.82,1.85,8.91,0.0,55.98,21.59,2.52,1,2023,6
2023-06-19,Huangascar,18.05,2.21,9.1,0.0,43.68,22.3,2.24,0,2023,6
2023-06-20,Huangascar,18.92,2.48,9.77,0.0,51.84,21.5,2.32,0,2023,6
2023-06-21,Huangascar,18.59,2.95,9.14,0.0,51.32,21.03,2.57,0,2023,6
2023-06-22,Huangascar,17.66,2.07,8.79,0.0,49.27,22.08,2.47,0,2023,6
2023-06-23,Huangascar,18.57,4.6,9.78,0.0,50.79,21.66,2.24,0,2023,6
2023-06-24,Huangascar,17.8,5.21,10.14,0.0,56.19,21.3,1.88,0,2023,6
2023-06-25,Huangascar,18.0,3.18,9.96,0.0,57.47,21.47,2.02,0,2023,6
2023-06-26,Huangascar,18.55,3.01,9.89,0.0,52.71,21.48,2.1,0,2023,6
2023-06-27,Huangascar,18.9,3.03,9.96,0.0,56.24,21.4,2.27,0,2023,6
2023-06-28,Huangascar,18.51,6.27,10.8,0.0,58.61,20.91,1.8,0,2023,6
2023-06-29,Huangascar,18.42,5.17,10.19,0.0,58.18,19.59,2.46,0,2023,6
2023-06-30,Huangascar,18.68,4.59,10.04,0.0,57.69,19.81,2.44,0,2023,6
2023-07-01,Huangascar,18.46,2.16,9.28,0.0,49.43,21.93,2.08,0,2023,7
2023-07-02,Huangascar,18.97,2.2,9.5,0.0,51.37,21.94,1.75,0,2023,7
2023-07-03,Huangascar,19.08,1.56,9.41,0.0,52.17,22.42,1.78,1,2023,7
2023-07-04,Huangascar,18.58,2.06,9.25,0.0,52.7,21.79,2.33,0,2023,7
2023-07-05,Huangascar,19.26,2.63,9.76,0.0,50.15,21.93,2.14,0,2023,7
2023-07-06,Huangascar,19.51,1.42,9.73,0.0,46.35,21.71,2.29,1,2023,7
2023-07-07,Huangascar,19.58,1.87,9.86,0.0,50.71,21.12,2.36,1,2023,7
2023-07-08,Huangascar,19.14,4.16,10.33,0.0,56.37,21.72,2.16,0,2023,7
2023-07-09,Huangascar,19.07,3.63,10.62,0.0,58.96,21.6,1.93,0,2023,7
2023-07-10,Huangascar,17.98,5.11,10.71,0.0,60.26,21.61,1.71,0,2023,7
2023-07-11,Huangascar,19.05,5.11,10.86,0.0,56.5,22.06,1.92,0,2023,7
2023-07-12,Huangascar,19.22,5.38,10.93,0.0,53.11,21.7,2.38,0,2023,7
2023-07-13,Huangascar,19.2,6.04,11.29,0.0,58.17,21.15,2.12,0,2023,7
2023-07-14,Huangascar,17.72,5.2,10.83,0.0,54.92,21.61,2.39,0,2023,7
2023-07-15,Huangascar,17.66,6.45,10.91,0.0,54.55,20.59,1.76,0,2023,7
2023-07-16,Huangascar,16.59,5.33,9.92,0.0,60.44,21.14,1.97,0,2023,7
2023-07-17,Huangascar,17.02,5.62,10.08,0.0,55.16,20.46,2.39,0,2023,7
2023-07-18,Huangascar,18.31,5.12,10.29,0.0,62.24,18.33,2.33,0,2023,7
2023-07-19,Huangascar,19.06,5.83,11.06,0.0,56.83,20.32,2.64,0,2023,7
2023-07-20,Huangascar,19.5,5.79,11.1,0.0,54.99,20.54,2.36,0,2023,7
2023-07-21,Huangascar,19.48,7.13,11.63,0.0,49.88,22.3,1.99,0,2023,7
2023-07-22,Huangascar,18.6,3.72,10.63,0.0,52.99,21.6,2.56,0,2023,7
2023-07-23,Huangascar,20.01,4.35,11.14,0.0,50.26,22.71,2.13,0,2023,7
2023-07-24,Huangascar,19.44,3.35,10.5,0.0,49.99,22.82,2.7,0,2023,7
2023-07-25,Huangascar,18.66,4.42,10.26,0.0,48.41,22.54,2.86,0,2023,7
2023-07-26,Huangascar,18.65,2.49,9.32,0.0,42.18,22.68,2.64,0,2023,7
2023-07-27,Huangascar,18.75,4.98,9.81,0.0,49.34,22.23,2.52,0,2023,7
2023-07-28,Huangascar,19.11,4.6,10.39,0.0,47.2,21.45,2.11,0,2023,7
2023-07-29,Huangascar,16.69,4.94,10.06,0.0,52.56,15.69,1.85,0,2023,7
2023-07-30,Huangascar,18.37,3.52,10.19,0.0,53.27,19.02,2.07,0,2023,7
2023-07-31,Huangascar,18.02,4.89,10.28,0.0,53.93,21.53,1.86,0,2023,7
2023-08-01,Huangascar,19.14,3.81,10.25,0.0,52.42,23.26,2.24,0,2023,8
2023-08-02,Huangascar,17.94,3.82,9.65,0.0,55.33,20.46,2.59,0,2023,8
2023-08-03,Huangascar,15.91,5.59,9.35,0.0,57.5,18.45,2.3,0,2023,8
2023-08-04,Huangascar,17.31,3.93,9.57,0.0,55.28,16.87,2.38,0,2023,8
2023-08-05,Huangascar,16.66,4.49,9.35,0.0,59.09,16.83,2.24,0,2023,8
2023-08-06,Huangascar,17.45,6.5,10.54,0.0,50.95,17.97,2.17,0,2023,8
2023-08-07,Huangascar,17.87,6.01,10.89,0.0,52.62,18.94,2.31,0,2023,8
2023-08-08,Huangascar,18.54,4.93,11.01,0.0,55.37,20.76,2.22,0,2023,8
2023-08-09,Huangascar,15.99,5.96,9.91,0.0,59.26,20.21,1.97,0,2023,8
2023-08-10,Huangascar,17.66,5.78,10.31,0.0,52.3,21.11,2.44,0,2023,8
2023-08-11,Huangascar,18.38,3.51,10.19,0.0,48.74,18.24,2.42,0,2023,8
2023-08-12,Huangascar,17.55,3.57,9.43,0.0,48.88,21.04,2.59,0,2023,8
2023-08-13,Huangascar,17.61,2.47,9.36,0.0,48.29,20.32,2.29,0,2023,8
2023-08-14,Huangascar,18.21,3.02,9.26,0.0,40.35,24.24,2.62,0,2023,8
2023-08-15,Huangascar,17.74,2.45,9.01,0.0,41.76,25.01,2.6,0,2023,8
2023-08-16,Huangascar,18.58,2.13,9.02,0.0,38.68,25.51,2.7,0,2023,8
2023-08-17,Huangascar,20.53,1.35,10.01,0.0,49.84,25.13,2.91,1,2023,8
2023-08-18,Huangascar,20.52,3.2,10.73,0.0,51.96,24.9,3.14,0,2023,8
2023-08-19,Huangascar,20.85,4.99,11.65,0.0,53.81,23.91,2.55,0,2023,8
2023-08-20,Huangascar,18.9,6.66,11.34,0.0,59.2,23.87,2.11,0,2023,8
2023-08-21,Huangascar,20.34,6.59,12.34,0.0,49.18,24.24,2.06,0,2023,8
2023-08-22,Huangascar,19.25,7.75,11.99,0.17,55.0,23.09,1.84,0,2023,8
2023-08-23,Huangascar,19.26,5.63,11.77,0.17,56.49,22.65,2.22,0,2023,8
2023-08-24,Huangascar,19.13,7.6,11.99,0.0,51.15,21.13,2.48,0,2023,8
2023-08-25,Huangascar,19.54,5.76,11.86,0.0,41.91,22.46,2.72,0,2023,8
2023-08-26,Huangascar,19.08,6.95,11.78,0.0,57.51,20.5,2.07,0,2023,8
2023-08-27,Huangascar,19.48,7.41,11.77,0.0,61.05,19.23,2.35,0,2023,8
2023-08-28,Huangascar,19.23,6.12,12.03,0.0,57.07,19.49,2.04,0,2023,8
2023-08-29,Huangascar,20.96,7.87,13.06,0.0,51.52,23.66,2.0,0,2023,8
2023-08-30,Huangascar,20.44,7.6,12.65,0.0,50.28,23.21,2.55,0,2023,8
2023-08-31,Huangascar,19.48,5.86,11.7,1.48,45.33,19.5,2.55,0,2023,8
2023-09-01,Huangascar,18.96,5.31,10.84,0.17,43.26,19.19,2.5,0,2023,9
2023-09-02,Huangascar,17.01,3.81,9.45,0.0,34.51,19.51,2.67,0,2023,9
2023-09-03,Huangascar,19.14,1.45,9.76,0.0,37.12,24.11,2.46,1,2023,9
2023-09-04,Huangascar,17.49,5.59,10.6,0.0,58.56,21.1,2.26,0,2023,9
2023-09-05,Huangascar,18.99,6.33,10.73,0.0,59.32,16.28,2.29,0,2023,9
2023-09-06,Huangascar,17.89,5.6,10.08,2.97,57.89,17.89,2.25,0,2023,9
2023-09-07,Huangascar,19.25,2.78,10.04,0.03,49.0,26.65,3.15,0,2023,9
2023-09-08,Huangascar,19.59,3.7,10.79,0.0,47.55,25.41,3.17,0,2023,9
2023-09-09,Huangascar,20.57,5.98,12.03,0.0,53.71,23.15,2.63,0,2023,9
2023-09-10,Huangascar,20.05,3.96,11.32,0.0,51.17,21.4,2.68,0,2023,9
2023-09-11,Huangascar,20.03,4.93,11.62,0.0,49.56,21.28,2.51,0,2023,9
2023-09-12,Huangascar,19.23,5.92,10.7,0.0,42.27,17.95,3.29,0,2023,9
2023-09-13,Huangascar,20.16,2.08,10.85,0.0,27.12,22.56,2.87,0,2023,9
2023-09-14,Huangascar,18.85,4.79,11.3,0.0,48.15,20.44,2.56,0,2023,9
